Project_ID,Area_sqft,Floors,Material_Quality,Location_Type,Labor_Cost_per_sqft,Material_Cost_per_sqft,Design_Complexity,Duration_months,Total_Cost
C4085,691,1,Medium,Rural,191,268,1,5,334493.32
C4086,9595,3,Low,Urban,153,251,3,3,4936428.18
C4087,1361,5,Medium,Suburban,280,264,2,16,968703.15
C4088,7211,4,Low,Rural,263,499,1,22,5512529.02
C4089,9775,2,High,Suburban,278,427,5,9,9956425.92
C4090,1149,3,Medium,Rural,290,421,1,11,864533.45
C4091,4634,5,Medium,Suburban,203,471,3,3,3956248.52
C4092,8087,1,High,Urban,231,217,6,12,6272282.5
C4093,9328,5,Low,Urban,189,417,6,15,7455481.14
C4094,1536,4,Medium,Urban,276,472,3,14,1674563.41
C4095,4631,3,Medium,Urban,288,372,4,6,4215678.85
C4096,2648,1,Medium,Suburban,191,255,7,9,1625288.33
C4097,5957,4,High,Urban,242,208,6,12,4691552.1
C4098,6579,2,High,Rural,153,482,2,9,4440830.28
C4099,2930,3,Low,Urban,174,492,9,17,2668151.06
C4100,2379,4,High,Suburban,249,221,6,21,1737825.47
C4101,8042,4,Medium,Rural,274,271,2,9,4128270.02
C4102,2511,1,High,Urban,189,371,7,16,2502233.06
C4103,3873,2,Medium,Suburban,241,322,10,23,3364463.15
C4104,7857,4,Medium,Suburban,285,290,10,16,6118107.57
C4105,1789,3,Medium,Urban,234,423,4,20,1753850.42
C4106,1947,4,Medium,Suburban,184,491,1,12,1669444.3
C4107,3699,5,Medium,Urban,295,451,10,5,4293065.55
C4108,6881,3,Medium,Suburban,196,497,9,8,6352324.99
C4109,8022,3,High,Suburban,154,455,10,11,8794253.11
C4110,6559,4,Medium,Suburban,274,212,8,16,4442014.67
C4111,3683,1,High,Suburban,260,317,5,23,3010833.49
C4112,5962,3,Medium,Urban,221,377,3,23,5206198.14
C4113,3716,5,Medium,Suburban,236,360,4,10,2956673.02
C4114,3636,1,High,Rural,152,294,3,3,2056119.08
C4115,3818,1,Medium,Rural,242,367,10,5,3036365.3
C4116,3282,1,High,Suburban,190,286,8,8,2264943.68
C4117,9682,3,High,Suburban,297,202,5,3,7657122.16
C4118,8157,1,Medium,Rural,236,215,8,20,4638032.32
C4119,5420,4,Medium,Urban,234,329,1,12,4139900.57
C4120,6824,1,Low,Suburban,285,222,9,19,4684512.91
C4121,6827,5,Medium,Urban,282,297,10,23,6187542.67
C4122,8917,2,Medium,Rural,174,357,3,3,4826498.91
C4123,1276,5,High,Suburban,188,438,1,10,1164301.09
C4124,5708,3,Medium,Suburban,274,209,3,14,3881266.86
C4125,1187,1,Medium,Urban,254,221,2,21,710807.37
C4126,1029,1,Medium,Suburban,154,383,7,16,750347.1
C4127,5567,4,High,Suburban,285,416,10,21,7006505.66
C4128,8580,1,Low,Suburban,153,413,4,19,5322487.13
C4129,6018,5,Low,Urban,209,357,7,18,4800324.92
C4130,2653,3,Medium,Suburban,203,409,3,21,2053389.52
C4131,9986,2,High,Urban,299,332,6,7,10325316.52
C4132,6594,1,High,Suburban,227,252,7,21,4663277.38
C4133,7474,2,Medium,Urban,168,428,7,6,6269222.44
C4134,5274,1,High,Urban,248,382,5,7,5500180.79
C4135,8192,3,Medium,Urban,217,222,6,7,5186424.99
C4136,3603,5,High,Urban,182,305,3,3,2785192.91
C4137,2940,3,Low,Urban,299,290,4,20,2107754.02
C4138,4635,2,Low,Rural,288,318,6,17,2746456.31
C4139,7624,1,Low,Suburban,165,337,3,23,4905631.01
C4140,5701,2,Medium,Urban,276,319,7,21,4969740.06
C4141,1344,5,High,Suburban,242,360,3,16,1158658.29
C4142,946,3,Medium,Suburban,193,407,9,8,732598.94
C4143,4415,2,High,Rural,158,354,4,20,2681021.21
C4144,3609,2,Medium,Urban,227,462,2,10,3593428.7
C4145,1734,5,Low,Urban,228,354,6,7,1360579.61
C4146,7087,1,Medium,Rural,235,485,9,10,6148130.58
C4147,726,2,Medium,Urban,164,458,10,8,723380.28
C4148,4643,5,High,Urban,155,356,10,12,3933670.95
C4149,7685,1,Medium,Urban,150,213,2,5,3701073.13
C4150,6058,1,Medium,Urban,169,276,4,15,3992439.98
C4151,686,3,Medium,Rural,279,419,5,9,526443.18
C4152,3035,5,Medium,Urban,219,431,9,6,3180277.91
C4153,2432,1,High,Rural,151,493,7,15,1952491.74
C4154,9540,3,Low,Rural,280,341,5,8,5505787.98
C4155,2532,4,High,Suburban,156,450,6,18,2518831.4
C4156,1752,5,Medium,Urban,233,495,9,23,1937501.0
C4157,6009,4,Medium,Urban,203,339,4,3,4786948.65
C4158,5574,1,High,Suburban,190,341,2,15,4131980.34
C4159,2381,5,Medium,Suburban,264,328,5,4,2036428.96
C4160,769,3,Medium,Suburban,282,217,7,22,581397.06
C4161,2130,1,Low,Suburban,251,442,4,21,1805827.08
C4162,4905,5,Medium,Rural,231,363,1,8,3002231.27
C4163,6639,5,High,Suburban,212,295,8,13,5734688.33
C4164,2074,4,Medium,Suburban,150,227,5,19,1044084.74
C4165,2195,1,High,Rural,174,429,10,11,1918889.32
C4166,3758,3,Medium,Urban,292,224,2,7,2615682.65
C4167,3762,3,Low,Urban,294,374,3,7,2897292.88
C4168,1945,1,Low,Urban,298,360,10,18,2000161.32
C4169,6763,1,Medium,Urban,204,229,10,6,4844066.62
C4170,8911,2,High,Suburban,256,364,5,22,8374284.89
C4171,552,4,Medium,Urban,287,407,4,15,594724.24
C4172,6070,1,Medium,Suburban,214,301,9,19,4808632.29
C4173,8079,1,High,Rural,186,305,9,11,4853513.5
C4174,2166,2,High,Urban,261,268,8,15,2043319.0
C4175,7401,2,Low,Suburban,156,207,2,18,3096850.14
C4176,3285,5,High,Urban,225,322,5,22,3128818.88
C4177,1219,3,Medium,Urban,189,300,8,12,876365.34
C4178,9097,4,Low,Suburban,150,200,8,12,3663042.51
C4179,7355,5,Medium,Rural,297,206,7,22,3912617.02
C4180,2794,1,Medium,Urban,257,310,4,18,2127868.42
C4181,8763,2,Medium,Urban,217,385,3,22,7073315.14
C4182,9921,3,Medium,Urban,161,415,8,3,8523222.82
C4183,4982,5,Low,Urban,299,322,8,13,4484510.01
C4184,1198,3,High,Urban,278,400,10,15,1337545.06
C4185,7743,2,High,Suburban,275,207,5,20,5629652.88
C4186,9518,5,High,Urban,150,263,3,7,6248489.61
C4187,6418,5,Medium,Suburban,280,335,5,6,5375295.72
C4188,848,3,Medium,Suburban,266,385,4,8,694081.49
C4189,5874,2,Medium,Suburban,298,326,8,17,4897557.89
C4190,8369,1,Low,Urban,162,248,2,4,4268448.15
C4191,807,5,Medium,Rural,290,365,8,6,626404.29
C4192,3916,1,Medium,Urban,254,326,10,16,3270022.61
C4193,5320,2,High,Suburban,283,376,6,6,5176162.59
C4194,4058,5,Medium,Urban,174,402,4,20,3523684.44
C4195,4978,5,Medium,Suburban,237,356,3,22,3774203.96
C4196,7031,1,Medium,Urban,250,418,10,18,8111864.81
C4197,5120,4,Medium,Urban,175,484,5,11,5259293.61
C4198,3485,1,Medium,Urban,281,488,6,10,3838400.38
C4199,8612,1,Medium,Urban,251,227,1,13,5793325.65
C4200,8967,4,Medium,Rural,249,282,1,16,4591108.22
C4201,3047,2,Medium,Suburban,174,311,10,19,2006411.29
C4202,836,2,Low,Urban,297,353,3,15,743877.42
C4203,3479,5,High,Suburban,150,228,2,10,1824216.26
C4204,4468,3,High,Rural,243,412,1,16,3159008.07
C4205,1410,3,Medium,Suburban,217,301,8,13,1120496.56
C4206,2496,5,Low,Urban,172,413,1,11,1619603.41
C4207,3629,3,High,Rural,255,354,10,10,2904159.0
C4208,5947,1,Medium,Urban,299,399,8,16,5769255.33
C4209,6629,1,Medium,Suburban,244,367,5,17,5395395.51
C4210,6350,4,Low,Suburban,211,437,4,3,4791763.93
C4211,4704,4,Medium,Rural,278,358,8,14,3587350.05
C4212,7946,5,High,Rural,217,392,8,7,6888493.3
C4213,9019,5,High,Rural,296,366,8,16,7822285.82
C4214,814,5,Medium,Urban,179,425,3,18,658399.27
C4215,1634,1,Medium,Rural,278,450,8,21,1467765.97
C4216,5376,3,Low,Urban,197,479,1,18,4541234.85
C4217,8602,5,Low,Urban,168,420,4,9,6625256.6
C4218,8847,5,High,Suburban,276,222,5,5,6248727.49
C4219,6092,1,Medium,Suburban,299,388,6,10,5150654.91
C4220,2224,1,Medium,Suburban,199,471,5,23,1967987.39
C4221,3843,1,High,Suburban,283,226,5,23,2975177.41
C4222,1386,3,High,Rural,298,409,5,16,1122189.35
C4223,1221,5,High,Urban,296,234,9,22,1044484.91
C4224,8178,2,Low,Urban,212,397,10,5,6764537.09
C4225,9604,2,Low,Rural,278,373,10,13,6162355.05
C4226,3857,5,Medium,Urban,197,417,3,16,3019428.13
C4227,1370,5,Medium,Suburban,238,255,2,4,840444.92
C4228,7251,5,High,Suburban,276,351,10,6,7966982.77
C4229,997,5,Medium,Suburban,298,237,2,23,693238.84
C4230,2256,3,High,Suburban,185,397,8,7,2169368.65
C4231,1617,2,Medium,Urban,230,208,5,21,979512.42
C4232,3328,4,High,Rural,196,377,5,12,2129099.71
C4233,2147,2,Medium,Urban,297,375,6,23,2111957.58
C4234,7492,2,High,Suburban,176,460,9,23,7541077.37
C4235,7271,1,Low,Urban,201,283,7,4,5244833.56
C4236,642,5,Medium,Suburban,224,338,5,23,439124.3
C4237,3261,5,High,Suburban,241,441,5,5,3549767.06
C4238,3935,5,Medium,Rural,211,354,10,17,2580721.78
C4239,7122,1,Medium,Suburban,215,420,9,21,6882865.75
C4240,7569,3,High,Suburban,229,334,9,23,6906994.11
C4241,5012,3,Medium,Rural,289,387,2,4,3712007.82
C4242,2348,4,Medium,Suburban,293,377,7,5,2155628.98
C4243,3196,3,Low,Suburban,279,266,10,14,2254073.43
C4244,2217,3,High,Suburban,213,268,1,16,1634297.65
C4245,3572,5,Medium,Suburban,178,276,4,19,2063638.12
C4246,9759,2,Medium,Rural,236,211,2,18,4765640.96
C4247,3286,3,Low,Urban,245,482,10,19,3142161.98
C4248,4291,3,Medium,Suburban,180,445,9,11,3494241.59
C4249,9980,1,Low,Suburban,232,436,6,5,8111633.28
C4250,4371,4,Low,Rural,292,451,4,16,3210742.91
C4251,2306,1,Medium,Rural,182,406,3,5,1453797.4
C4252,2004,5,Low,Suburban,249,307,4,8,1200961.14
C4253,3808,2,Low,Suburban,297,408,2,23,3192074.82
C4254,7617,4,Medium,Urban,222,492,5,21,7312280.27
C4255,5548,1,Low,Suburban,280,312,9,15,4651414.76
C4256,8763,3,Medium,Rural,167,214,6,7,3578714.92
C4257,2190,3,Low,Rural,275,282,2,3,1087286.33
C4258,3803,4,Medium,Rural,156,264,6,14,1697106.56
C4259,3613,3,Medium,Urban,273,202,9,17,2906933.32
C4260,9574,1,High,Rural,263,435,4,21,8091558.29
C4261,8350,1,Medium,Rural,233,328,1,4,4668460.32
C4262,6916,3,Low,Urban,233,446,2,5,5937803.2
C4263,2004,3,Low,Suburban,232,434,5,9,1754074.66
C4264,9424,5,Medium,Suburban,254,229,10,13,6355857.87
C4265,4424,2,High,Suburban,251,270,7,12,3382301.58
C4266,9115,4,Medium,Rural,242,347,8,10,6283204.29
C4267,4985,1,Medium,Suburban,209,292,3,4,3197940.66
C4268,8600,4,Low,Suburban,251,482,9,16,7465508.15
C4269,9184,5,Medium,Suburban,173,416,2,15,6837024.93
C4270,691,1,Medium,Suburban,258,437,4,9,635418.66
C4271,9190,5,Medium,Rural,289,426,4,23,7298355.89
C4272,5417,5,High,Suburban,243,418,6,11,6060682.72
C4273,6331,3,Medium,Suburban,213,230,10,9,4008457.51
C4274,9948,4,Low,Urban,153,313,6,3,6243186.43
C4275,4822,4,Medium,Urban,243,301,3,3,3358359.75
C4276,7499,3,Medium,Suburban,282,292,9,8,6553438.17
C4277,9508,4,Medium,Rural,165,406,5,3,5437093.97
C4278,7782,3,Medium,Urban,176,428,2,18,7012477.49
C4279,9778,1,Medium,Urban,281,270,6,5,7723799.86
C4280,2374,5,Medium,Urban,221,335,3,15,1786872.97
C4281,9562,5,High,Suburban,197,483,8,23,10015447.83
C4282,5263,4,Medium,Rural,285,216,3,6,3016321.75
C4283,8964,2,High,Suburban,230,414,5,19,9569785.34
C4284,9721,5,Medium,Suburban,193,443,4,12,8844060.52
C4285,1551,3,Medium,Suburban,201,294,4,6,1044381.31
C4286,8038,2,High,Urban,183,320,2,22,5816626.55
C4287,7911,2,Medium,Suburban,170,205,8,14,4069318.34
C4288,6820,5,High,Suburban,173,467,3,15,6093625.85
C4289,2605,5,High,Suburban,193,286,4,6,1930203.72
C4290,807,5,Low,Rural,263,388,6,18,528781.88
C4291,8237,3,Medium,Suburban,252,302,9,21,6667289.25
C4292,3859,2,Low,Suburban,283,303,4,9,2422552.31
C4293,3676,4,High,Rural,205,490,3,3,3218978.87
C4294,1751,3,High,Rural,163,266,5,18,1013628.04
C4295,5866,1,Low,Suburban,250,305,9,4,4368955.53
C4296,2017,5,Low,Urban,150,447,1,3,1577620.96
C4297,6726,2,Medium,Suburban,161,406,5,16,5053877.48
C4298,5805,3,Medium,Suburban,264,404,4,22,4581168.18
C4299,6369,1,Low,Urban,255,282,5,7,4957456.62
C4300,8539,3,Medium,Urban,186,281,7,17,5471246.41
C4301,5391,3,Medium,Urban,152,486,7,12,4857674.91
C4302,5492,4,Low,Suburban,202,236,7,23,2746479.84
C4303,2461,4,High,Suburban,249,412,1,4,2338494.13
C4304,3363,3,High,Urban,166,332,9,13,3013695.08
C4305,7103,1,High,Urban,262,314,7,18,6589930.74
C4306,5067,2,High,Suburban,259,410,4,21,5493635.33
C4307,7013,2,Medium,Urban,292,331,4,6,6743674.65
C4308,4505,5,Medium,Urban,153,353,2,12,2991529.0
C4309,9614,5,Medium,Suburban,294,493,6,14,10579530.19
C4310,683,2,High,Suburban,288,381,10,4,807493.73
C4311,8255,3,High,Urban,161,346,3,4,6468005.56
C4312,3858,3,High,Suburban,181,421,1,11,3096796.13
C4313,7115,4,High,Urban,192,481,5,14,7515590.33
C4314,7297,4,Medium,Suburban,253,326,6,4,6092635.47
C4315,9228,5,Medium,Urban,242,402,5,20,8565258.7
C4316,8178,2,Medium,Urban,192,317,5,18,6304402.94
C4317,6198,3,Low,Suburban,280,260,10,21,4550738.2
C4318,1773,2,Low,Suburban,234,430,8,17,1443981.56
C4319,7153,1,Medium,Urban,184,349,10,18,5686488.13
C4320,1596,2,Medium,Urban,266,344,1,8,1212697.02
C4321,9997,1,Medium,Rural,169,310,8,17,4975537.46
C4322,9607,4,Medium,Suburban,292,366,7,14,7989479.78
C4323,8502,4,Medium,Urban,234,388,1,14,6772982.51
C4324,4747,5,Medium,Suburban,266,248,9,12,3632598.5
C4325,9720,2,Medium,Urban,255,306,4,23,7237172.61
C4326,5814,2,Medium,Suburban,295,292,7,17,4729668.56
C4327,3854,1,High,Urban,254,323,3,6,3355544.08
C4328,770,4,Medium,Urban,242,339,8,12,686630.91
C4329,1686,1,Medium,Urban,190,210,4,21,1009498.02
C4330,6805,4,High,Suburban,249,370,2,16,5741655.49
C4331,2898,1,High,Suburban,218,235,2,12,1820187.65
C4332,7495,4,High,Suburban,255,329,8,19,7292815.73
C4333,7799,1,Medium,Urban,288,260,8,13,6604770.61
C4334,4682,4,Low,Urban,295,248,1,20,2859480.94
C4335,2730,1,Medium,Suburban,289,385,6,4,2622341.55
C4336,7011,2,Medium,Urban,293,420,9,13,7439617.05
C4337,628,5,High,Suburban,176,205,9,10,379287.93
C4338,9961,1,Medium,Urban,249,499,2,21,9707205.28
C4339,4172,5,Low,Suburban,294,374,8,18,3586915.5
C4340,5265,2,Low,Suburban,234,478,8,6,4982079.96
C4341,4470,2,Low,Rural,268,403,4,16,3092186.29
C4342,8045,4,Medium,Urban,180,295,4,19,5907675.71
C4343,6052,5,High,Urban,258,481,5,13,7171723.88
C4344,1127,3,High,Suburban,176,334,10,5,1030426.21
C4345,7089,4,High,Rural,236,232,7,6,4354414.57
C4346,2544,5,Medium,Rural,166,281,1,23,1122956.26
C4347,2841,1,Medium,Suburban,160,347,9,15,2215885.15
C4348,6384,1,Medium,Suburban,278,294,3,19,4758194.33
C4349,8685,2,Medium,Suburban,231,369,4,22,6747471.39
C4350,749,3,High,Suburban,198,410,7,23,644086.29
C4351,3425,1,Medium,Suburban,190,390,5,22,2759051.04
C4352,5543,5,High,Rural,169,206,5,12,2354861.02
C4353,1474,5,Medium,Suburban,220,233,1,14,789390.11
C4354,7692,1,Low,Suburban,186,250,2,10,4190918.13
C4355,9675,5,Low,Suburban,275,319,5,5,6474293.02
C4356,9580,5,Medium,Suburban,293,337,2,23,7309049.78
C4357,3172,2,High,Suburban,188,305,1,12,2382867.29
C4358,7779,3,Medium,Suburban,258,481,10,9,8076111.42
C4359,8031,2,High,Urban,213,231,3,12,5475297.1
C4360,9162,3,High,Urban,172,323,1,9,7144167.36
C4361,2487,5,Medium,Suburban,181,369,10,20,1839684.58
C4362,590,3,High,Rural,272,211,8,22,407047.78
C4363,9221,5,Medium,Urban,168,367,8,16,7213884.02
C4364,4559,5,Medium,Suburban,255,277,8,14,3598787.24
C4365,3273,2,High,Urban,216,233,7,10,2406232.63
C4366,8883,2,High,Urban,238,408,7,9,9371854.38
C4367,7909,4,Medium,Rural,209,207,2,7,3087744.27
C4368,4940,1,Medium,Rural,160,424,9,3,3113616.39
C4369,7847,4,Low,Urban,198,426,7,17,6727879.69
C4370,1508,4,Medium,Suburban,292,374,5,11,1357304.76
C4371,4283,3,Medium,Urban,277,280,4,14,3615789.51
C4372,7146,5,High,Rural,210,481,8,20,5877151.74
C4373,4798,5,Medium,Urban,292,256,5,13,3707912.9
C4374,5168,5,Low,Urban,154,334,6,12,3186281.39
C4375,4787,1,Medium,Suburban,178,437,4,12,3737870.27
C4376,2552,3,Medium,Rural,218,416,2,20,1617318.92
C4377,6509,3,Medium,Urban,299,426,7,3,6894231.45
C4378,2216,5,Medium,Suburban,162,225,2,22,1038105.29
C4379,810,4,High,Urban,265,386,7,13,949305.92
C4380,5038,1,Low,Rural,259,317,7,4,3090301.0
C4381,1760,4,Medium,Urban,229,396,1,13,1434081.92
C4382,4432,2,High,Rural,249,315,10,4,3135937.87
C4383,1084,3,Medium,Suburban,166,301,10,11,737730.43
C4384,8116,3,Medium,Suburban,297,362,3,3,7434566.03
C4385,9051,4,Medium,Rural,263,377,3,8,5621135.19
C4386,3366,1,Medium,Rural,155,479,6,4,2485973.25
C4387,6398,3,Medium,Suburban,171,485,3,17,5490180.25
C4388,2511,4,Medium,Urban,286,411,9,3,2774360.52
C4389,6751,1,High,Suburban,237,253,5,20,5438281.95
C4390,5439,4,High,Suburban,182,266,6,6,4094656.0
C4391,4506,1,Medium,Suburban,219,231,6,15,2607156.48
C4392,2125,5,Low,Suburban,198,450,8,6,1865454.04
C4393,1390,1,Low,Urban,253,207,10,17,942980.84
C4394,6578,2,Low,Suburban,251,414,3,4,5007528.53
C4395,7536,5,Medium,Suburban,293,245,9,11,5980577.24
C4396,9423,4,Low,Urban,255,279,7,14,7511354.49
C4397,4461,5,Medium,Suburban,231,234,6,16,2820667.37
C4398,3004,5,High,Suburban,235,388,1,22,2855788.98
C4399,9306,4,Medium,Suburban,163,288,4,6,5641384.66
C4400,4306,4,High,Urban,198,335,5,17,3773967.46
C4401,6600,2,High,Suburban,199,233,2,6,4194778.81
C4402,2219,4,Medium,Urban,172,480,1,7,1987904.44
C4403,7186,3,High,Suburban,215,312,2,12,5330632.77
C4404,2087,3,High,Suburban,264,371,8,14,2140171.08
C4405,7500,2,Medium,Suburban,177,242,10,14,4748391.08
C4406,1396,1,Medium,Urban,169,212,6,10,839617.32
C4407,6058,1,Medium,Suburban,270,373,10,6,5434627.11
C4408,8969,3,High,Rural,246,324,2,5,5400806.59
C4409,5147,4,Medium,Urban,268,406,9,3,5458786.42
C4410,2932,2,Low,Rural,258,303,8,20,1713545.19
C4411,4404,1,Medium,Suburban,175,329,4,22,2641976.52
C4412,7337,1,Medium,Suburban,296,239,10,16,5850573.15
C4413,1949,5,Medium,Urban,255,222,7,19,1522473.27
C4414,5000,3,High,Urban,290,451,3,8,5775760.47
C4415,5954,4,Medium,Rural,211,489,6,8,4985744.57
C4416,9924,2,High,Urban,275,401,3,12,11334664.57
C4417,4617,1,High,Urban,291,354,10,21,4997674.06
C4418,9369,5,Medium,Suburban,288,254,3,12,6887253.26
C4419,2528,3,Low,Urban,216,305,9,5,1871227.97
C4420,7345,3,High,Suburban,161,459,6,3,7600174.87
C4421,4258,2,High,Suburban,184,399,8,20,3713510.05
C4422,6404,1,Low,Rural,259,416,4,17,3886578.6
C4423,5124,2,Medium,Suburban,163,246,4,22,2596971.54
C4424,9348,2,Medium,Urban,250,316,8,6,7387990.7
C4425,665,5,High,Urban,209,411,7,20,679663.11
C4426,5091,3,High,Suburban,192,354,5,12,4021817.02
C4427,1089,4,Low,Suburban,204,462,2,21,815809.96
C4428,5024,3,High,Rural,258,350,6,19,3820287.36
C4429,3321,3,Low,Suburban,242,411,1,12,2260291.75
C4430,7009,5,High,Urban,244,391,7,6,7792427.02
C4431,8193,4,Medium,Rural,296,442,9,7,6672930.95
C4432,9954,1,Medium,Urban,244,297,5,9,7227943.55
C4433,571,4,Low,Urban,297,228,5,21,412228.44
C4434,4080,1,Low,Suburban,177,388,7,21,2614792.98
C4435,8462,4,Medium,Rural,152,371,5,10,4692624.47
C4436,768,2,Medium,Suburban,235,396,10,3,653607.63
C4437,2962,4,Low,Urban,257,354,4,10,2525043.8
C4438,9960,5,Low,Urban,266,339,1,21,7854192.92
C4439,1515,1,Low,Urban,257,492,6,19,1391037.12
C4440,9775,3,High,Urban,164,489,9,11,11412042.42
C4441,8484,5,High,Urban,211,455,4,22,8778912.32
C4442,906,1,Low,Suburban,180,363,10,18,609453.32
C4443,7884,1,Medium,Rural,175,333,4,11,4120816.27
C4444,6549,3,Low,Urban,297,465,5,21,7003411.72
C4445,6669,2,High,Urban,215,228,6,18,4524434.04
C4446,8482,5,High,Rural,298,338,3,23,6623720.43
C4447,1485,3,Medium,Suburban,264,284,9,15,1257975.29
C4448,4985,3,High,Rural,209,448,1,21,3719185.66
C4449,9401,2,High,Urban,212,432,6,7,10987899.99
C4450,3118,5,High,Urban,250,260,6,4,2888856.06
C4451,6789,3,Medium,Suburban,249,472,8,6,7021032.32
C4452,7428,2,Medium,Suburban,288,418,5,14,6918341.1
C4453,5868,5,Medium,Suburban,268,485,9,20,6608761.21
C4454,5121,4,Medium,Suburban,206,448,9,5,5179959.99
C4455,8066,1,Medium,Urban,280,271,2,23,6320912.9
C4456,5170,2,Low,Suburban,186,492,5,21,3995032.24
C4457,8158,1,Medium,Suburban,260,397,7,6,7866571.08
C4458,1503,4,Medium,Suburban,298,279,2,6,1189877.28
C4459,8004,3,Medium,Suburban,261,336,7,18,6473027.22
C4460,2966,3,Medium,Suburban,150,412,9,13,2474040.63
C4461,2439,5,High,Urban,172,306,8,15,2035935.4
C4462,2135,2,High,Urban,256,406,10,23,2346651.15
C4463,8595,2,Medium,Suburban,262,351,9,13,7296781.14
C4464,6765,5,Medium,Urban,238,332,4,9,5127586.72
C4465,2395,1,Medium,Suburban,284,365,8,16,2257429.42
C4466,7024,3,Low,Rural,187,379,9,6,4291392.12
C4467,1573,3,High,Urban,196,320,10,10,1324700.93
C4468,5684,2,Medium,Urban,252,373,2,14,4449274.61
C4469,2902,2,Low,Rural,211,267,10,15,1426455.76
C4470,5395,5,High,Urban,222,386,3,11,5470865.14
C4471,7831,4,Low,Urban,152,337,1,11,4337321.47
C4472,9843,1,Medium,Urban,251,437,1,4,8579437.16
C4473,2456,4,Low,Suburban,297,217,10,5,1802196.27
C4474,7523,4,Low,Urban,254,275,6,23,5398027.33
C4475,4407,2,Low,Suburban,193,350,1,14,2749842.1
C4476,1307,2,Low,Suburban,249,307,5,19,871518.38
C4477,8878,2,Medium,Urban,175,352,6,6,6640002.18
C4478,5327,4,High,Urban,197,236,9,16,3877822.62
C4479,5024,1,Medium,Suburban,154,345,6,23,3458077.76
C4480,9999,2,High,Suburban,208,325,4,11,7868316.69
C4481,2784,3,Medium,Urban,210,484,1,10,2550924.63
C4482,5813,1,Medium,Urban,198,307,6,3,4508663.26
C4483,1257,3,Low,Suburban,294,485,7,15,1204382.35
C4484,5387,1,Medium,Rural,219,439,5,5,3502464.28
C4485,4354,2,Medium,Urban,164,301,6,16,3196522.31
C4486,4058,5,Medium,Suburban,150,419,10,21,3230904.2
C4487,1461,2,High,Urban,290,206,8,8,1373475.16
C4488,4347,4,Medium,Urban,277,415,1,6,4357590.7
C4489,7226,4,Medium,Urban,274,368,8,22,6725358.99
C4490,4075,1,High,Suburban,168,273,2,3,2809052.34
C4491,9567,4,Medium,Suburban,268,492,2,12,9796722.52
C4492,2918,2,Medium,Rural,213,226,8,15,1613804.5
C4493,4698,3,High,Suburban,215,476,2,14,4807450.44
C4494,1501,2,Medium,Rural,206,242,8,13,838764.11
C4495,5744,1,Low,Urban,193,292,5,6,3817115.02
C4496,7619,4,Medium,Urban,161,270,9,19,5478078.19
C4497,4566,3,Medium,Rural,271,468,9,17,4028885.52
C4498,3345,5,Medium,Suburban,173,308,8,23,2452157.4
C4499,9349,3,Low,Rural,288,380,9,5,6656321.85
C4500,5816,3,High,Urban,150,414,7,12,5874574.5
C4501,922,2,High,Urban,177,313,8,23,851651.49
C4502,7215,5,Medium,Suburban,217,384,6,16,5785224.63
C4503,4766,1,Medium,Urban,254,324,9,21,3884373.12
C4504,8049,1,High,Suburban,243,304,2,23,5808756.57
C4505,6816,3,Low,Suburban,273,436,3,6,6166566.55
C4506,3210,3,Medium,Urban,273,340,2,16,2902926.13
C4507,9144,4,Medium,Urban,171,492,6,8,8933033.51
C4508,8569,5,High,Urban,238,357,3,14,8853977.33
C4509,2157,3,Low,Urban,194,473,1,4,1650262.83
C4510,3041,4,High,Suburban,273,316,4,19,2452901.56
C4511,7263,5,Medium,Urban,294,261,5,3,5971706.15
C4512,3575,1,Medium,Urban,228,223,4,19,2244340.5
C4513,3664,4,Medium,Rural,188,259,6,7,1757805.79
C4514,2553,5,Low,Suburban,177,464,3,18,1997485.85
C4515,8979,4,High,Urban,279,379,10,16,9890324.61
C4516,6237,3,High,Suburban,298,431,6,22,7391972.13
C4517,3717,2,Medium,Rural,236,342,10,12,2480583.89
C4518,1947,1,High,Urban,284,444,1,23,2379758.82
C4519,6509,3,High,Suburban,201,280,6,5,5119199.07
C4520,1107,3,Medium,Suburban,275,325,8,5,959535.12
C4521,5052,5,Medium,Urban,296,336,10,20,4783831.66
C4522,2264,4,Medium,Suburban,222,255,8,20,1654155.99
C4523,9917,1,Medium,Rural,289,412,1,6,6364155.66
C4524,9927,3,Low,Rural,243,293,7,9,5157156.08
C4525,9721,5,Medium,Urban,151,491,10,3,8969711.05
C4526,3171,1,Low,Urban,166,327,10,18,2461196.49
C4527,7019,4,High,Rural,274,416,4,19,6321528.57
C4528,4462,3,High,Suburban,280,398,6,10,5080125.02
C4529,3677,3,Medium,Urban,170,219,6,8,2205577.93
C4530,4222,3,Medium,Suburban,227,254,5,4,2447499.05
C4531,5406,1,Medium,Urban,228,445,10,12,6260315.57
C4532,7763,1,Medium,Urban,200,450,9,19,7735316.25
C4533,5554,1,Medium,Rural,255,259,10,21,3302052.09
C4534,1308,1,Medium,Urban,254,362,8,6,1180466.21
C4535,9670,5,Medium,Urban,159,401,6,15,7664459.54
C4536,1225,2,Low,Urban,265,426,4,23,1162991.4
C4537,8201,5,Low,Suburban,204,328,4,21,4930618.23
C4538,1716,3,Low,Urban,185,244,9,18,984484.11
C4539,4551,5,High,Suburban,200,396,4,15,4187429.03
C4540,2697,4,High,Suburban,223,365,7,7,2380133.16
